B2_max_rel,B2_rms_rel,Bmag_max_rel,Bmag_rms_rel,Bvec_max_rel,Bvec_rms_rel,F_norm,F_rel,Fz_mean,Fz_mean_rel_error,N_mean,N_mean_rel_error,accumulated_angle,accumulated_angle_rel_error,bracket_width,case,dt,dt_Omega18,dt_Omega6,dt_level,dt_tau,final_x,final_y,gap_mm,grad_max_rel,grad_rms_rel,grid_ds,grid_dx,grid_level,grid_n,omega,omega_ball,omega_ball_rel_error,omega_crit,omega_crit_shift,ratio,ratio_abs_error,ratio_rel_error,record,regime,regime_change,slip_mean,slip_mean_rel_error,spin_radial,spin_radial_rel_error,status,steps_cycle18,steps_cycle6,steps_tau,tau_mean,tau_mean_rel_error,tau_norm,tau_rel,vtan_mean,vtan_mean_rel_error
,,,,,,,,,,,,,,0.015625,,5e-06,,,dt/4,,,,5.0,,,,,default,,,,,7.7890625,0.0,,,,critical,,,,,,,ok,,,,,,,,,
,,,,,,,,,,,,,,0.015625,,2e-05,,,dt,,,,5.0,,,,,fine,,,,,7.8359375,,,,,critical,,,,,,,ok,,,,,,,,,
,,,,,,,,,,,,,,0.0078125,,2e-05,,,dt,,,,8.0,,,,,default,,,,,3.68359375,0.0,,,,critical,,,,,,,ok,,,,,,,,,
,,,,,,,,,,,,,,0.0078125,,1e-05,,,dt/2,,,,8.0,,,,,default,,,,,3.68359375,0.0,,,,critical,,,,,,,ok,,,,,,,,,
,,,,,,,,,,,,,,0.0078125,,5e-06,,,dt/4,,,,8.0,,,,,default,,,,,3.68359375,0.0,,,,critical,,,,,,,ok,,,,,,,,,
,,,,,,,,,,,,,,,,4e-05,0.00144,0.00048000000000000007,2dt,0.01,,,,,,,,,,2.0,,,,,,,,timescale,,,,,,,,4363.3231299858235,13089.96938995747,100.0,,,,,,
,,,,,,,,,,,,,,,,2e-05,0.00072,0.00024000000000000003,dt,0.005,,,,,,,,,,2.0,,,,,,,,timescale,,,,,,,,8726.646259971647,26179.93877991494,200.0,,,,,,
,,,,,,,,,,,,,,,,1e-05,0.00036,0.00012000000000000002,dt/2,0.0025,,,,,,,,,,2.0,,,,,,,,timescale,,,,,,,,17453.292519943294,52359.87755982988,400.0,,,,,,
,,,,,,,,,,,,,,,,5e-06,0.00018,6.000000000000001e-05,dt/4,0.00125,,,,,,,,,,2.0,,,,,,,,timescale,,,,,,,,34906.58503988659,104719.75511965976,800.0,,,,,,
,,,,,,,,,,,,,,,,4e-05,0.00504,0.0016800000000000003,2dt,0.01,,,,,,,,,,7.0,,,,,,,,timescale,,,,,,,,1246.663751424521,3739.9912542735633,100.0,,,,,,
,,,,,,,,,,,,,,,,2e-05,0.00252,0.0008400000000000001,dt,0.005,,,,,,,,,,7.0,,,,,,,,timescale,,,,,,,,2493.327502849042,7479.982508547127,200.0,,,,,,
,,,,,,,,,,,,,,,,1e-05,0.00126,0.00042000000000000007,dt/2,0.0025,,,,,,,,,,7.0,,,,,,,,timescale,,,,,,,,4986.655005698084,14959.965017094253,400.0,,,,,,
,,,,,,,,,,,,,,,,5e-06,0.00063,0.00021000000000000004,dt/4,0.00125,,,,,,,,,,7.0,,,,,,,,timescale,,,,,,,,9973.310011396168,29919.930034188506,800.0,,,,,,
,,,,,,,,,,,,,,,,4e-05,0.01152,0.0038400000000000005,2dt,0.01,,,,,,,,,,16.0,,,,,,,,timescale,,,,,,,,545.4153912482279,1636.2461737446838,100.0,,,,,,
,,,,,,,,,,,,,,,,2e-05,0.00576,0.0019200000000000003,dt,0.005,,,,,,,,,,16.0,,,,,,,,timescale,,,,,,,,1090.8307824964559,3272.4923474893676,200.0,,,,,,
,,,,,,,,,,,,,,,,1e-05,0.00288,0.0009600000000000001,dt/2,0.0025,,,,,,,,,,16.0,,,,,,,,timescale,,,,,,,,2181.6615649929117,6544.984694978735,400.0,,,,,,
,,,,,,,,,,,,,,,,5e-06,0.00144,0.00048000000000000007,dt/4,0.00125,,,,,,,,,,16.0,,,,,,,,timescale,,,,,,,,4363.3231299858235,13089.96938995747,800.0,,,,,,
,,,,,,,,,,,,,,,,4e-05,0.007200000000000001,0.0024000000000000002,2dt,0.01,,,,,,,,,,10.0,,,,,,,,timescale,,,,,,,,872.6646259971646,2617.993877991494,100.0,,,,,,
,,,,,,,,,,,,,,,,2e-05,0.0036000000000000003,0.0012000000000000001,dt,0.005,,,,,,,,,,10.0,,,,,,,,timescale,,,,,,,,1745.3292519943293,5235.987755982988,200.0,,,,,,
,,,,,,,,,,,,,,,,1e-05,0.0018000000000000002,0.0006000000000000001,dt/2,0.0025,,,,,,,,,,10.0,,,,,,,,timescale,,,,,,,,3490.6585039886586,10471.975511965977,400.0,,,,,,
,,,,,,,,,,,,,,,,5e-06,0.0009000000000000001,0.00030000000000000003,dt/4,0.00125,,,,,,,,,,10.0,,,,,,,,timescale,,,,,,,,6981.317007977317,20943.951023931953,800.0,,,,,,
