benchmark,case,gap_m,phase_rad,l,m,omega_rad_s,B_amplitude_T,Fx_N,Fy_N,Fz_N,taux_Nm,tauy_Nm,tauz_Nm,joule_power_W,stress_radius_over_a,n_mu,n_phi,static_diffusion_ratio,tau_lag_Nm,diffusion_tau_lag_ratio,volume_Fx_N,volume_Fy_N,volume_Fz_N,relative_error,spectral_weight,note
carousel_static_bridge,gap_8mm,0.008,0.2617993877991494,nan,nan,0,0.012058548883899465,-0.006240136993738981,3.28862128236566e-06,-0.03801942918035412,1.1023355840624969e-16,-1.8315617079536106e-15,-8.583203507363512e-17,nan,1.05,28,56,nan,nan,nan,-0.006207983236845907,-6.139902140291968e-05,-0.03801156657781221,0.001886652116527543,nan,l<=6 modal Maxwell stress vs static volume_demag
carousel_single_frequency,gap_8mm,0.008,0.2617993877991494,nan,nan,34.56,0.012058548883899465,-0.0031198459275810883,1.6442078881723156e-06,-0.019008335992204518,1.8130426737757315e-17,-9.374204755057068e-16,-5.849636607853411e-17,nan,1.05,28,56,0.9999275104017782,nan,nan,nan,nan,nan,nan,nan,one-frequency scale estimate; denominator is zero-frequency phasor
carousel_spectral_component,gap_8mm,0.008,0.2617993877991494,nan,nan,34.55751918950688,nan,-0.002144884912354436,1.1303880953600865e-06,-0.013068175170156043,4.4957327631907356e-17,-6.344398058679779e-16,-2.0306667146729274e-17,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.6874970560136141,weighted independent-frequency contribution
carousel_spectral_component,gap_8mm,0.008,0.2617993877991494,nan,nan,103.67255756852063,nan,-0.0005157802388130154,2.7184317812855124e-07,-0.003142473428343815,1.2053033328540557e-17,-1.515674439726128e-16,-3.5378218736107525e-18,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.16541513650803208,weighted independent-frequency contribution
carousel_spectral_component,gap_8mm,0.008,0.2617993877991494,nan,nan,69.11503837901375,nan,-0.00045879385062524216,2.417979397237181e-07,-0.0027952908960528267,7.368646217266548e-18,-1.3618139715000556e-16,-5.936480604574415e-18,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.14708780747835387,weighted independent-frequency contribution
carousel_spectral_sum,gap_8mm,0.008,0.2617993877991494,nan,nan,nan,nan,-0.0031194590017926934,1.6440292132123559e-06,-0.019005939494552686,6.437900717771446e-17,-9.221886469905962e-16,-2.978096962491444e-17,nan,1.05,28,56,0.9998014973120649,nan,nan,nan,nan,nan,nan,nan,offline separable-spectrum sum; not transient simulation
carousel_static_bridge,gap_16mm,0.016,0.0,nan,nan,0,0.00620532686450003,-5.7008510640077206e-05,-7.243260052789129e-15,-0.013484676938682313,-3.129909080682692e-17,8.050145771125387e-16,-3.3383066764975304e-18,nan,1.05,28,56,nan,nan,nan,-5.719925163398041e-05,-2.0607518148583787e-14,-0.013072300024460299,0.03154555892594795,nan,l<=6 modal Maxwell stress vs static volume_demag
carousel_single_frequency,gap_16mm,0.016,0.0,nan,nan,53.41,0.00620532686450003,-2.8503009988652878e-05,-3.1642219199350038e-15,-0.006741241136185924,-1.2487307005130617e-17,4.059139458305865e-16,1.0052163232949048e-18,nan,1.05,28,56,0.9998372495222869,nan,nan,nan,nan,nan,nan,nan,one-frequency scale estimate; denominator is zero-frequency phasor
carousel_lmax_convergence,gap_16mm,0.016,0.0,1,nan,53.41,0.00620532686450003,-2.423618548352282e-16,6.957999592300386e-16,4.028549259997181e-15,-2.12298735366628e-18,5.3504640918016895e-18,3.842810554456376e-18,nan,1.05,28,56,0.9482369330620276,nan,nan,nan,nan,nan,nan,nan,cumulative spatial harmonics l=1..listed l
carousel_lmax_convergence,gap_16mm,0.016,0.0,2,nan,53.41,0.00620532686450003,-7.630367125345353e-07,-7.504411637838938e-16,-0.005540459328727306,-3.512149401444234e-18,1.1357760952716644e-18,3.1405212815291853e-18,nan,1.05,28,56,0.9998102457092872,nan,nan,nan,nan,nan,nan,nan,cumulative spatial harmonics l=1..listed l
carousel_lmax_convergence,gap_16mm,0.016,0.0,3,nan,53.41,0.00620532686450003,-2.691834722030251e-05,-3.0144311097281997e-16,-0.006608526988421365,-3.5454737981765785e-18,3.562181435011671e-16,5.712113631090718e-18,nan,1.05,28,56,0.9998342524670075,nan,nan,nan,nan,nan,nan,nan,cumulative spatial harmonics l=1..listed l
carousel_lmax_convergence,gap_16mm,0.016,0.0,4,nan,53.41,0.00620532686450003,-2.851470210610613e-05,-1.2353459482535217e-15,-0.006729887245974866,-1.0886703991559925e-17,4.1102247287980504e-16,3.598069589518448e-18,nan,1.05,28,56,0.9998369850628582,nan,nan,nan,nan,nan,nan,nan,cumulative spatial harmonics l=1..listed l
carousel_lmax_convergence,gap_16mm,0.016,0.0,5,nan,53.41,0.00620532686450003,-2.8510645227259032e-05,-7.662852517247948e-16,-0.00674041070478051,-7.353839075481554e-18,4.041158023782712e-16,5.7675521213019384e-18,nan,1.05,28,56,0.9998372298611914,nan,nan,nan,nan,nan,nan,nan,cumulative spatial harmonics l=1..listed l
carousel_lmax_convergence,gap_16mm,0.016,0.0,6,nan,53.41,0.00620532686450003,-2.8503009988652878e-05,-3.1642219199350038e-15,-0.006741241136185924,-1.2487307005130617e-17,4.059139458305865e-16,1.0052163232949048e-18,nan,1.05,28,56,0.9998372495222869,nan,nan,nan,nan,nan,nan,nan,cumulative spatial harmonics l=1..listed l
carousel_spectral_component,gap_16mm,0.016,0.0,nan,nan,53.40707511105608,nan,-2.4058181603823375e-05,-7.062872479684013e-16,-0.005689995746580764,4.2270944301268225e-18,3.3310097362113745e-16,-8.590002266840233e-20,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.8440575749552105,weighted independent-frequency contribution
carousel_spectral_component,gap_16mm,0.016,0.0,nan,nan,62.831853071830686,nan,-4.027701585966535e-06,-3.811817686072083e-16,-0.0009525476629689559,-1.439990237861923e-18,5.692561289211766e-17,-5.408192026276221e-21,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.14131030268746278,weighted independent-frequency contribution
carousel_spectral_component,gap_16mm,0.016,0.0,nan,nan,70.68583470580953,nan,-4.1704588157633687e-07,-4.6559898167058796e-17,-9.862669337004053e-05,-1.2917618488706624e-19,5.881791586093408e-18,-3.360705479355531e-20,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.014632122357326709,weighted independent-frequency contribution
carousel_spectral_sum,gap_16mm,0.016,0.0,nan,nan,nan,nan,-2.8502929071366246e-05,-1.1340289147426685e-15,-0.00674117010291976,2.6579280073778333e-18,3.959083780993485e-16,-1.2491526948823385e-19,nan,1.05,28,56,0.9998267142549017,nan,nan,nan,nan,nan,nan,nan,offline separable-spectrum sum; not transient simulation
carousel_static_bridge,gap_16mm,0.016,0.1308996938995747,nan,nan,0,0.005483870411519546,-0.0003202929302388466,0.002034836965286416,-0.009790764947309157,-3.45935440673534e-15,1.7563302204322499e-16,-8.42759475848485e-17,nan,1.05,28,56,nan,nan,nan,-0.0003106498179232796,0.0019265073740533,-0.009537784665505127,0.028285296461731682,nan,l<=6 modal Maxwell stress vs static volume_demag
carousel_single_frequency,gap_16mm,0.016,0.1308996938995747,nan,nan,53.41,0.005483870411519546,-0.00016012291135072273,0.0010172513760241845,-0.004894579053504361,-1.7263490617152048e-15,8.348891921749524e-17,-4.535055275246481e-17,nan,1.05,28,56,0.9998358942275162,nan,nan,nan,nan,nan,nan,nan,one-frequency scale estimate; denominator is zero-frequency phasor
carousel_spectral_component,gap_16mm,0.016,0.1308996938995747,nan,nan,53.40707511105608,nan,-0.00013515295841849508,0.0008586187449444694,-0.004131306600264678,-1.4666769021521466e-15,7.90642961116023e-17,-3.775357805145845e-17,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.8440575749552105,weighted independent-frequency contribution
carousel_spectral_component,gap_16mm,0.016,0.1308996938995747,nan,nan,62.831853071830686,nan,-2.262574699003352e-05,0.000143739090460861,-0.0006916111317096746,-2.444222805142329e-16,1.1578921365745019e-17,-6.16456395531424e-18,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.14131030268746278,weighted independent-frequency contribution
carousel_spectral_component,gap_16mm,0.016,0.1308996938995747,nan,nan,70.68583470580953,nan,-2.3426810152245195e-06,1.4882723519949987e-05,-7.160931446961881e-05,-2.5469942680908173e-17,1.2023438280559217e-18,-6.501672155049602e-19,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.014632122357326709,weighted independent-frequency contribution
carousel_spectral_sum,gap_16mm,0.016,0.1308996938995747,nan,nan,nan,nan,-0.00016012138642375312,0.0010172405589252804,-0.004894527046443971,-1.7365691253472876e-15,9.184556130540324e-17,-4.456830922227765e-17,nan,1.05,28,56,0.9998252713198484,nan,nan,nan,nan,nan,nan,nan,offline separable-spectrum sum; not transient simulation
carousel_static_bridge,gap_16mm,0.016,0.2617993877991494,nan,nan,0,0.004748867276809959,-0.0005114188172576072,-3.1654325867399856e-08,-0.006669410319810415,-1.2026356792566683e-17,-1.9203093919723356e-16,1.2387743183369891e-17,nan,1.05,28,56,nan,nan,nan,-0.000501907136615652,-3.408808255177734e-06,-0.006578834925216062,0.013812775054256524,nan,l<=6 modal Maxwell stress vs static volume_demag
carousel_single_frequency,gap_16mm,0.016,0.2617993877991494,nan,nan,53.41,0.004748867276809959,-0.0002556693754332897,-1.5822059942877385e-08,-0.0033341507416289546,-5.281329852433033e-19,-9.592695124211593e-17,1.3438894687230731e-17,nan,1.05,28,56,0.999833799641015,nan,nan,nan,nan,nan,nan,nan,one-frequency scale estimate; denominator is zero-frequency phasor
carousel_spectral_component,gap_16mm,0.016,0.2617993877991494,nan,nan,53.40707511105608,nan,-0.00021579967670296322,-1.3354730242930155e-08,-0.0028142152405344232,-9.364632880593015e-18,-8.238549357314165e-17,4.828483660587623e-18,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.8440575749552105,weighted independent-frequency contribution
carousel_spectral_component,gap_16mm,0.016,0.2617993877991494,nan,nan,62.831853071830686,nan,-3.612655832486901e-05,-2.2355450343414336e-09,-0.0004711199597878683,-1.786129237511419e-18,-1.346207187375781e-17,8.65786254533461e-19,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.14131030268746278,weighted independent-frequency contribution
carousel_spectral_component,gap_16mm,0.016,0.2617993877991494,nan,nan,70.68583470580953,nan,-3.7405487950249236e-06,-2.314546775572381e-10,-4.877965313049245e-05,-7.75406928064314e-20,-1.4257961699129372e-18,9.619556774926197e-20,nan,1.05,28,56,nan,nan,nan,nan,nan,nan,nan,0.014632122357326709,weighted independent-frequency contribution
carousel_spectral_sum,gap_16mm,0.016,0.2617993877991494,nan,nan,nan,nan,-0.00025566678382285714,-1.582172995482883e-08,-0.003334114853452784,-1.1228302810910866e-17,-9.727336161681241e-17,5.790465482870346e-18,nan,1.05,28,56,0.999823041282748,nan,nan,nan,nan,nan,nan,nan,offline separable-spectrum sum; not transient simulation
