benchmark,case,B0_T,mean_B_T,Omega_rad_s,omega_disc_rad_s,tau_lag_s,loop_area_J_m3_cycle,apparent_Hc_A_m,apparent_Mr_A_m,apparent_Mr_over_Ms,peak_M_A_m,differential_susceptibility,mean_torque_Nm,mean_radial_torque_Nm,mechanical_power_W,loss_power_W,energy_per_cycle_J,energy_density_J_m3_cycle,eddy_loss_reference_J_m3_cycle,ratio_to_eddy,Hc_illustrative_A_m,Mr_over_Ms_illustrative,note
low_frequency_asymptotic,,0.02,nan,0.01778279410038923,nan,0.004,0.21339352812497542,1.1320878303609552,3.396263482490923,1.9978020485240724e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,0.03162277660168379,nan,0.004,0.37947331314863253,2.013168468074134,6.03950535590636,3.552650209356682e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,0.05623413251903491,nan,0.004,0.674809556085456,3.579975973788618,10.739927649664793,6.317604499802819e-06,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,0.1,nan,0.004,1.1999998080000307,6.366197214380057,19.098590115253025,1.123446477367825e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,0.1778279410038923,nan,0.004,2.1339342123519094,11.320875468269596,33.96261781287167,1.9978010478159807e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,0.31622776601683794,nan,0.004,3.7947271206386617,20.131668736466267,60.39495789345182,3.552644581967754e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,0.5623413251903491,nan,0.004,6.748061759492267,35.79967007687343,107.3987385312587,6.317572854779924e-05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,1.0,nan,0.004,11.999808003071951,63.66146794705171,190.98287598425867,0.00011234286822603451,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,1.7782794100389228,nan,0.004,21.338273279748684,113.20591945031794,339.60916695177133,0.0001997700982069243,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,3.1622776601683795,nan,0.004,37.94126132020932,201.30074500245885,603.8539286252645,0.00035520819330897915,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,5.623413251903491,nan,0.004,67.44683332455847,357.907073762192,1073.4496919498656,0.0006314409952646268,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
low_frequency_asymptotic,,0.02,nan,10.0,nan,0.004,119.80830670926517,636.1110868909346,1906.8084236249442,0.001121652013897026,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,exact Debye relaxation asymptotic
carousel_tau_lag,A_locked_3mm_2,nan,0.05304918156483133,20.420352248344972,2.0,0.004,nan,nan,nan,nan,nan,nan,0.0004780430622681653,0.00047795254957052875,-0.009439092952271412,0.009457451546117686,0.0029099850911115215,3216.2396637091533,88.91118290868516,36.173623592572625,nan,nan,trajectory average after 4 s; eddy reference sums exact l=1 loss over body-frame spectrum <=100 Hz
carousel_tau_lag,B_transition_5mm_7p8,nan,0.024915086363060123,26.70353755552804,7.8,0.004,nan,nan,nan,nan,nan,nan,0.00014602276784930846,0.0001455599262991,0.006985743687701512,0.009893887640700262,0.0023279735625164185,2572.975693484288,63.299589621365726,40.64758885286395,nan,nan,trajectory average after 4 s; eddy reference sums exact l=1 loss over body-frame spectrum <=100 Hz
carousel_tau_lag,C_retrograde_8mm_16,nan,0.004481626107643166,34.55751918950688,16.0,0.004,nan,nan,nan,nan,nan,nan,1.93826716215323e-05,1.4824841665520405e-05,0.0006261711124119937,0.0018241417751876838,0.0003316621409430314,366.5671469966968,8.784467225520926,41.72901299372303,nan,nan,trajectory average after 4 s; eddy reference sums exact l=1 loss over body-frame spectrum <=100 Hz
carousel_tau_lag,D_weak_16mm_10,nan,0.002665319866850025,53.40707511105608,10.0,0.004,nan,nan,nan,nan,nan,nan,3.888299937751857e-06,3.330345733930788e-06,4.515773063459529e-05,0.00022592513089229305,2.657942716378445e-05,29.37671678935619,0.6187684382912757,47.47610733100701,nan,nan,trajectory average after 4 s; eddy reference sums exact l=1 loss over body-frame spectrum <=100 Hz
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42.72566008882119,nan,nan,100,0.05,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,170.90264035528477,nan,nan,100,0.2,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.2566008882119,nan,nan,100,0.5,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,683.6105614211391,nan,nan,100,0.8,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,128.17698026646357,nan,nan,300,0.05,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,512.7079210658543,nan,nan,300,0.2,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1281.7698026646356,nan,nan,300,0.5,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2050.831684263417,nan,nan,300,0.8,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,427.2566008882119,nan,nan,1000,0.05,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1709.0264035528476,nan,nan,1000,0.2,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4272.566008882119,nan,nan,1000,0.5,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6836.10561421139,nan,nan,1000,0.8,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1281.7698026646356,nan,nan,3000,0.05,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5127.079210658542,nan,nan,3000,0.2,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,12817.698026646356,nan,nan,3000,0.5,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,20508.31684263417,nan,nan,3000,0.8,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4272.56600888212,nan,nan,10000,0.05,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,17090.26403552848,nan,nan,10000,0.2,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,42725.66008882119,nan,nan,10000,0.5,scale only; not a fitted ball material
illustrative_rectangular_loop,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,68361.05614211391,nan,nan,10000,0.8,scale only; not a fitted ball material
